分词,评分,评论时间
味道 不错 味道 很 好比 超市 买 好吃 这家 店 芒果 超市 便宜 果肉 入口 细滑鲜 美体 很 满意 沉甸甸 包裹 很 喜人 还 没有 丝 感觉 满满的 维生素 物有所值清 新鲜 包装 很 好 回家 开 好吃 水分 物超所值 吃 完 还 会 回购,5,2023-10-30 10:21:09
果 挺 好 个子 个头 挺 大 味道 外面 塑封 膜封 一下 保持 水分 不 会 太 快 流失 掉 物流 很快 服务 很 好,5,2023-10-29 22:50:48
喜欢 吃 柚子 上次 买 后 觉得 实体店 便宜 很多 质量 实体 好 太 关键 源头 直 发 没有 中间 商口感 上次 棒 下次 还 会 再,5,2023-10-29 22:10:42
宝贝 很 好看 起来 很 完美 很 适合 京东 活动 很 好 保 价 做 很 到位 期待 更 活动 京东 今年 活动 很 低调 很 给力 京东 快递 服务 很 好,5,2023-10-29 22:08:39
柚子 很 好吃 当时 中秋节 下 单 很快 妈妈 喜欢 果汁 酸甜 配 上 月饼 很 解腻 佳节 配 好 果 希望 品质 继续 保持 新鲜 好 水果 大家 都 喜欢,5,2023-10-29 20:47:35
京东 自营 昨晚 单 今天 上午 收到 货 包装 完好 柚子 个头 很 大 红心 皮 薄 水份 很多 口感 很 好 以后 店铺 搞 活动 会 继续 购买,5,2023-10-29 19:30:04
柚子 个人 大 红心瓤 酸酸甜甜 口感 扎实 多汁 具备 平和县 优质 红柚 特色 价格 方面 实在 很 实惠 十几 块 买 两 物超所值,5,2023-10-29 17:19:49
柚子 比较 耐放 还 没 吃 看 不错 赶上 搞 活动 买 价钱 超市 还 划算 红心 很 满意 希望 活动 再 吃 完 还 继续 买,5,2023-10-29 17:03:52
京东 搞 活动 买 两 还 挺 好 挺 甜 超市 买 便宜 很多 还 好吃 回购 希望 别 失望 好 话 会 继续 回购,5,2023-10-29 17:04:08
京东 物流 真的 好 快 还 送 家 超级 方便 季节 吃 柚子 最 适合 外出 带 出去 很 省事 水果 店 便宜 好多 性价比 超 高 还 会 回购,5,2023-10-29 12:04:11
很 不错 柚子 价格 不 贵 掂量 份量 挺足 昨晚 下单 今天 京东 物流 速度 简直 太 高效 快捷 性价比 很 高 东西 非常 满意,5,2023-10-29 11:23:04
真的 挺 不错 款 产品 肉质 非常 鲜美 甘甜选 水果 信赖 京东 自营 品牌 保障 家里 老人 小孩 都 非常 喜欢 还 会 继续 购买,5,2023-10-29 11:01:22
京东 出品 值得 信赖 活动价 果断 购 入 性价比 很 高 京东 物流 很 给力 当天 购买 当天 配送 售 后 无 忧 尤其 生鲜 产品 信赖 京东 没 错 味道 不 梅州柚 甜度 不 够 重量 水分 足,5,2023-10-29 00:09:29
隔 天 物流 很快 挺 不错 吃 起来 水 份 很 足 很 好吃 酸酸甜甜 味道 口感 很 好吃 完 还 会 继续 支持,5,2023-10-28 23:54:55
果肉 很 饱满 酸酸甜甜 很 好吃 包装 很 精美 送 人 吃 都 皮相 之前 买 柚子 特别 好 拨 京东 物流 肯定 没 说 特别 迅速 天 吃 完 还 会 回购,5,2023-10-28 23:07:53
京东 商城 购买 商品 真 非常 实惠 便利 快递 小哥 次 都 会 送货 家 服务 态度 很 好 款 柚子 家 感觉 比较 不错 味道,5,2023-10-28 15:47:48
柚子 质量 非常 特别 好 一共 拍 大概 柚子 个个 都 很 好吃 红心 比较 甜 很 适口 线 下 超市 里 便宜 好 价 还 会 买,5,2023-10-28 13:04:51
两 装 款 柚子 不错 水分 甜 微微 酸 适合 减肥 人士 为数不多 水果 人 很 喜欢 吃 京东 送货 方便 不用 上楼 很 满意,5,2023-10-27 22:22:27
公司 同事 买 吃 吃 觉得 好吃问 同事 链接 买 两 红肉 两 白肉 买 回来 家里人 都 觉得 挺 好吃 问 价格 大家 都 说 很 划算 满意,5,2023-10-27 22:23:08
很 好 柚子 品质 很 好 很 新鲜 个子 很 大 重量 足 味道 很 好 很 好吃 京东 自营 品质 值得 信赖 发货 及时 快递 很 快 送货上门 很 方便,5,2023-10-27 17:10:56
非常 新鲜 非常 好吃 已经 回购 很多 次 家人 都 很 喜欢 吃 特别 小 宝贝 超级 爱 吃 吃 完 还 会 继续 回购 太 赞 京东 快 天,5,2023-10-27 10:32:50
琯溪 红肉蜜柚 真是 太 好吃 口 都 充满 果肉 鲜甜 滋味 人 欲罢不能 还 含有 丰富 维生素 矿物质 身体 非常 有益 外皮 很 容易 剥离 食用 变 更加 方便 非常 喜欢 琯溪 红肉蜜柚 强烈 推荐 大家,5,2023-10-27 08:19:19
梨 品质 不错 很 大 很 均 匀梨 口感 很 好 总体 来说 非常 满意 品质 不错 还 算 正宗 不 那种 最 好 比秋 月梨 非常 不错 价位 已经 很 优质 非常 满意 希望 以后 质量 保证 活动 多多 价格 优惠 相信 京东 品牌 进 京 东 平台 产品 包装 很 好,5,2023-10-26 20:36:22
果子 很 完美 没有 一点点 瑕疵 头 都 大 想 挑 小 点 都 挑 不 出 汁水 非常 很 新鲜 甜度 足 吃 起来 不 会 停图 隔 夜 拍 不 剩 某人 留 没 吃 真是 浪费 好 东西 生气 真秋 月 梨 赶上 满 减 买 价格 划算 非常 棒,5,2023-10-26 20:37:20
京东 柚子 没有 失望 买 挺 多次 都 很 甜 很 新鲜 价格 不 算 贵 以后 会 继续 回购 真 超级 喜欢 吃 柚子 剥 起来 有点 麻烦,5,2023-10-26 18:37:53
柚子 很 好吃 水份 十足 果肉 很 细嫩 没有 渣 箱 三 只 只 大概 斤份量 十足 京东 自营 水果 品质 真的 不错 不 会 缺斤少两 情况,5,2023-10-26 18:00:05
中秋 活动 价格 便宜 实惠 发货 速度 很快 物流 很快 特别 推荐 购买 味道 不错 包装 很 好 大 味 美 还 配 开柚器 分量 足 很 新鲜 再 赞 一下 京东 送货 特别 快,5,2023-10-26 12:10:36
非常 不错 制作 好喝 饮品 买 两 很 好吃 赶上 活动 买 一点 很 喜欢 吃 柚子 比较 下火 很 好吃 送货 非常 不错,5,2023-10-26 11:38:44
京东 服务 自然 人 享受 京东 物流 确实 十分 快速 京东 购物 体验 吊 平台 京东 售 后 令 人 放心 款 推荐 所有 人 柚子,5,2023-10-26 11:04:26
物流 特别 快 第一 天 晚上 下 单 天 一大早 收到 送 老家 柚子 超级 大 两 参加 活动 超市 里 还 便宜 很 甜 微微 带 点 酸能 接受 好吃,5,2023-10-26 10:07:22
第一 次 京东 超市 买 柚子 昨天 下 单 今天 速度 真的 好 快 箱 皮真 超级 薄 果肉 很 甜 水分 足柚子 很 新鲜 感觉 刚刚 树上 摘 下来,5,2023-10-25 22:14:02
线 下 实体 店 水果 现在 都 不 买 京东 水果 质量 好 价格 便宜 真的 性价比 非常 高 柚子 两 价格 现场 只能 买 柚子 非常 甜 准备 再 下 单,5,2023-10-25 21:51:10
两 粒 红肉蜜柚 买 真是 太 值 巨 好吃 呀口感 酸甜 甜度 还 比较 高 最 关键 水嫩 无比 轻轻 咬 满 口 柚汁 非常 新鲜 强烈 推荐,5,2023-10-25 16:39:58
真 超级 喜欢 非常 支持 质量 非常 好 卖家 描述 完全 一致 发货 速度 非常 快 包装 非常 仔细 严实 快递 服务 态度 非常 好 很 满意 次 购物,5,2023-10-25 12:29:03
柚子 个头 都 很 大 很 新鲜 没有 坏果 很 新鲜 很 甜 很 好吃 分量 很 足 水果店 买 实惠 肉质 很 紧实 汁水 很 丰富 非常 满意,5,2023-10-25 09:08:33
买 两 大 红心柚 子 感觉 还 挺 不错 包装 完好 送货 速度 很快 价格 很 实惠 希望 味道 好吃 柚子 没 甜 平时 吃 比较 感觉 健康,5,2023-10-24 20:08:35
水分 很 充足 个头 很 大 甜 中 带 点 酸果肉 很 鲜艳 皮 不 特别 厚 很 好 包 秋天 正是 吃 柚子 前 段 买 两 吃 完 次 赶紧 下单 再 买,5,2023-10-24 13:10:21
非常 大 款 柚子 包装 精致 完好无损 非常 大气 柚子 个头 非常 大 果肉 细腻 汁水 充盈 口感 清 甜 一点 都 不 苦 非常 好吃 继续 回购,5,2023-10-24 11:30:30
款 柚子 大 便宜 好吃 水分 很 足 一点 不 酸比 水果 店 好 太 公司 采购 员工 吃 大家 都 说 好吃 京东 物流 送货上门 很 方便,5,2023-10-24 11:11:23
已经 多次 购买 家庭 必备 购买 价格 实惠 送货 速度 很快 包装 很 精美 特别 特别 满意 超级 好看 客服 很 礼貌 很 客气 良心 商家 支持 已经 收到 很 不错 赠品 性价比 太 高 爱 爱 上次 买 好 东西 上次,5,2023-10-24 08:10:03
柚子 红心柚 很 大 皮 不 厚 里面 果肉 饱满 汁 酸 甜 可口 营养 价值 高 很 好吃 现在 正是 吃 柚子 好 价格 很 实惠 很 划算,5,2023-10-23 16:48:07
柚子 好吃 挺 甜 买 次 感觉 挺 不错 值 购发 顺丰 快递 速度 超快 没有 破损 味道 非常 棒 以后 买 柚子 上 京东 太 方便,5,2023-10-23 15:06:34
很 喜欢 今年 第一 次 买 柚子 真心 不错 当时 还 害怕 踩 坑 已经 快 吃 完 大 柚子汁 水 很 大 回来 都 天 一点 都 没有 干 值得 推荐,5,2023-10-23 13:04:51
发货 速度 超级 快 包装 完好无损 产地 直发 确实 好吃点 好评 性价比 活动 会 继续 回购 产品 这次 活动 购买 价格 很 划算 哦赞,5,2023-10-22 20:09:21
柚子 很 好 准备 再 下 单 买 两 京东 商城 电商 平台 出现 改变 生活 方式 早上 下 单 下午 今天 下单 明天 成为 主流 产品 质量 通常 都 保证,5,2023-10-22 16:57:55
快递 非常 给力 半天 包装 完整 柚子 很 漂亮 红肉蜜柚 真的 挺 好吃 赶上 活动屯 箱 回来 吃 酸酸甜甜 补充 维生素 c 大人 小孩 都 很 喜欢,5,2023-10-22 11:36:40
买 后 三 到手 个个 都 非常 饱满 大 拆 开 半天 解决 两 家里 大人 小孩 都 喜欢 吃 果肉 饱满 汁 味道 偏 甜 略带 一点 回酸 非常 果味 值得 推荐,5,2023-10-22 00:59:43
柚子 箱 皮薄 果肉 很多 果皮 很 容易 剥 果肉 很 好吃 水分 很 足 爸妈 说 很 好吃 皮 薄 果肉 很多 果皮 很 容易 剥 果肉 很 好吃 水分 很 足 爸妈 说 很 好吃,5,2023-10-21 20:46:28
物流 很快 包装 完好 没有 磕碰红 心 大 柚子 酸甜 可口 很 容易 去 皮 大人 孩子 都 很 喜欢 分量 足 水分 饱满 非常 好 水果 值得 购买,5,2023-10-21 20:18:31
非常 次 购买 感觉 上次 好像 更 好 一点 毕竟 时间段 非常 不错 吃 次 水润 好 剥 甜 中 带 点点 酸,5,2023-10-21 15:42:20
柚子 还 不错 两 粒 装 大 小 颗 小 包装 没有 摔 坏 口感 不 酸 很 喜欢 下次 会 再 光顾 新鲜 水果 京东 买 原来 很 赞,5,2023-10-21 14:36:11
再 柚子 秋天 吃 水果 水果 不 少 vip 账号 买 好吃 还 省 不少 钱返 京 豆 够 再 买 很 划算,5,2023-10-21 12:42:26
还 不错 还 挺 新鲜 天凉 吃 柚子 挺 舒服 尤其 冰冰凉 柚子 特别 舒服 顺滑 口感 非常 棒 秋天 吃 水果,5,2023-10-21 12:41:17
京东 平台 上 购物 家里 油 盐米酱油 醋 质量 很 好 价格 很 合理 最 主要 退换货 特别 方便 很 信赖 京东 非常 感谢 网购 平台,5,2023-10-21 11:42:05
商品 安装 完好 商品 质量 很 棒 物流 速度 快 配送 速度 超快 柚子 想 买 活动 买 很 惊喜 吃 起来 很 好吃 还 会 继续 购买 很 棒 次 购物 体验,5,2023-10-21 11:22:47
个头 很 小 口感 没 之前 好 水分 非常 足,3,2023-11-01 08:21:57
哇塞 产品 服务 真是 太 棒 简直 迷住 设计 功能 质量 简直 一流 简直 无法 抗拒 魅力 简直 新 宠儿 真的 超级 喜欢,5,2023-10-20 20:51:37
正品 棒棒 哒 价格 很 优惠 挺 好 还 会 再 买 产品 质量 客服 服务 态度 特别 好 很 喜欢 好评 还 不 够 闽 都 仔细 里面,5,2023-10-20 20:30:52
柚子 还 不错 个头 不 特别 大 吃 起来 很 甜 水分 很 大 孩子 比较 喜欢 吃 经常 京东 买 水果 东西 好 价格 合适 很 满意,5,2023-10-20 19:28:50
柚子 真的 很 好吃 甜甜的 皮 特别 薄 非常 好 剥 红心 水分 很多 非常 足口感 特别 好 京东 买 非常 划算 非常 棒 还 会 再 买,5,2023-10-20 19:05:49
到货 包装 完整 份 量足柚子 很 新鲜 红 肉汁 水足 京东 购物 值得 信赖 现在 几乎 每天 京东 购物 参与 活动 满 减 打折 超市 方便 优惠 真是 我省 不少 钱 希望 京东 越来越 好 会 支持 加油,5,2023-10-20 07:32:45
祝 生意 兴隆 很 值 真的 超级 好 卖家 解答 疑问 不厌其烦 细致 认真 关键 东西 好 货物 发 超快 包装 仔细 值得 信赖 快递 送 上门 比较 贴心 水果 新鲜 水分 比较 红心柚 白心柚 更加 好吃 看 更加 诱人 可口 人 心 生 欢喜,5,2023-10-20 01:00:21
红心柚 子 非常 好吃 味道 甜 大 便宜 在线 下 购买 新鲜物 超 值 很 不错 值得 推荐 每次 都 京东 购买 物流 快 值得 信赖,5,2023-10-19 14:55:36
三 大 柚子 水份 足 甜味 适中 酸酸甜甜 特别 好吃 福建 名 吃 名不虚传 京东 品质 值得 信赖 大家 都 喜欢 吃 值得 入手 棒棒 哒,5,2023-10-18 18:21:02
非常 不错 果肉 很多 水分 很 足 现在 正是 吃 柚子 季节 感觉 红心柚 白心 好吃 太 营养 价值 高 京东 自营 买 放心 次 买 水果 品质 都 很 好,5,2023-10-18 15:25:05
价格 实惠 质量 不错 口 感佳 很 喜欢 美味 物流 很快 发货 及时 很快 包装 完美 没有 磕碰坏 看 起来 很 新鲜 很 喜欢 爱 爱 好吃 会 回购,5,2023-10-17 21:30:20
现在 正好 红柚子 季节 酸酸甜甜 很 可口 水果店 买 便宜 京东 物流 很快 都 很 新鲜 很 满意 下次 还 会 继续 买 柚子 天 吃,5,2023-10-17 21:17:12
柚子 性价比 高 外表 完好 柚子 肉酸 甜 汁 质量 很 好 很 好吃 柚子 送货 速度 快 满意 次 水果 购物 经历 必须 好评,5,2023-10-17 19:28:09
宝贝 挺 好 物美价廉 包装 外面 好看 里面 简约 还 送 开 柚子 神器 表面 看来 柚子 果型 不错 味道 应该 不 差,5,2023-10-17 17:43:02
很 甜 水分 特别 喜欢 姐妹 入手 已经 回购 三 箱 真 很 好吃 打算 再 买 次 送给 妈 好吃 超级 赞,5,2023-10-17 16:58:10
买 家里 老人 吃 口感 酸酸甜甜 水分 比较 充足 总体 来说 还 不错 超市 买 价格 便宜 一点 京东 物流 速度 很 快 快递 小哥 都 送货上门,5,2023-10-17 13:55:54
柚子 很 好吃 酸酸甜甜 很 平衡 口感 很 好 水分 足 没有 硬 纤维 还 泡 酒 还 想 再 买 可惜 优惠 价格 没有 看 后续 没 好 价,5,2023-10-17 09:28:59
红肉蜜柚 特别 好吃 吃 起来 香甜 汁 很 甜 真是 果香 四 溢 收到 直接 开 尝尝 皮薄 汁 果肉 细嫩 水分 足柚子 营养 价值 很 高 红心柚 还 做 杨枝 甘露 水分 很 足 去 皮 切 块 拌 美味 水果 蔬菜 色拉多 吃 点 均衡 下 营养 口感 好 香甜味 好吃,5,2023-10-17 08:55:29
不错 柚子 大 味道 很 好 宝贝 收到 咯 真的 很 棒 质量 真是 没 话 说 非常 满意 开心 开心 宝贝 收到 咯 真的 很 棒 质量 真是 没 话 说 非常 满意 开心 开心,5,2023-10-16 21:13:49
以来 很 喜欢 吃 柚子 给予 次 柚子 好评 酸酸甜甜 口感 甜度 稍 高 最 喜欢 这种 味道 不 会 显酸 颗粒 饱满 汁 水 丰富 里面 片 囊肉 都 很 饱满 很 好 买 好几 次,5,2023-10-16 19:46:38
收到 迫不及待 打开 水分 很多 满 甜 真 自营 买 水果 没有 踩 雷 实体 水果 店 里面 便宜 很多 水果 店 都 快 三十 四 三十 不,5,2023-10-16 19:32:06
第一 口 很 酸 越 吃 越 觉得 甜 一半 柚子 都 吃 觉得 买 少 天 很 值得 等待 希望 卖家 赶快 上架 还 想 再 买 真的 很 棒 快递 直接 送货 门 很 新鲜 水果,5,2023-10-16 19:08:59
嘎嘎 甜皮 真 特别 薄 喜欢 都 购买 已经 购买 两 单 准备 继续 下 单一 单因为 真 好吃 店 里 还 便宜 好,5,2023-10-16 12:49:08
发货 快 收到 很 好 水分 很 足 味道 水果 店 会 更 好 还 很 不错 下次 活动 力度 再 大 点 更 好 京东 水果 品质,5,2023-10-16 11:48:41
柚子 很 好 个头 比较 匀称 开 很 不错 味道 酸 甜 比较 合 口味 后面 还 会 回购 性价比 算 很 高 皮略 微厚 水分 很 足,5,2023-10-16 01:31:43
小 哥 配送 很快 很 及时 京东 服务 很 好 送货上门 水果 包装 很 好 外面 都 包装袋 包 很 防雨 卖家 用心 水果 很 新鲜 口感 很 好 宝贝 很 喜欢 吃 大爱 值得 回购,5,2023-10-15 19:27:48
款 柚子 真的 惊艳 果肉 饱满 汁口 感酸 甜 适中 回味无穷 每次 品尝 都 感受 丰富 层次感 独特 风味 营养 丰富 还 含有 天然 抗氧化剂 身体 非常 有益 无论是 单独 食用 制作 果汁 甜品 都 带来 美妙 味蕾 体验 强烈 推荐 热爱 水果 朋友,5,2023-10-15 18:35:24
皮 很 薄 外皮 黄澄澄 里面 层 白色 皮 还 点 红颗粒 饱满 香 飘 十 里 红彤彤 汁水 很 足 价格 上 非常 优惠 性价比 高 非常 推荐 购买,5,2023-10-15 14:57:42
今年 回购 好多 次 红柚 京东 物流 快 柚子 货 非常 新鲜 果皮 非常 薄剥 起来 很 轻松 果肉 红润 细腻 果汁 充盈 入口 清清爽爽 感觉,5,2023-10-14 20:33:29
今年 第一 批 柚子 京东 自营 水果 永远 不 会 失望 两 柚子 都 皮 薄肉厚 打开 柚子 等于 收获 快乐 整个 柚子 很 甜 水分 很 足,5,2023-10-14 16:27:05
款 柚子 太 好 买 元 两 特别 好 果肉 颗粒 大多 汁 没有 片 干 还 会 继续 买,5,2023-10-14 13:00:40
买 送礼 之前 买 酸甜的 觉得 秋天 美好 季节 水果 都 已经 上市 甜美 柚子 酸酸甜甜 特别 爽口 营养 特别 丰富 好吃 不 贵 真的 很 好,5,2023-10-14 11:15:28
回购 商品 京东 营 商品 价格 优惠 质量 保证 包邮 到手 物流 配送 速度 很 快 琯溪 蜜柚 优质 品种 个头 不 大 手里 沉甸甸 皮 薄 汁 酸酸甜 甜口 感 好 全家人 都 喜欢 吃,5,2023-10-13 21:36:15
已经 拆开 吃 口感 很 不错 红心柚 子 箱 两 皮 感觉 没有 外面 买 厚 刚刚 好 主要 很 新鲜 吃 汁水 很 足 家里人 一起 吃 才 吃 掉,5,2023-10-13 19:10:55
很 大 柚子 买 很多 次 水分 很 足 很 甜 不错 每次 看到 活动 都 去 买 真的 喜欢 吃 柚子 放心 快递 很快 天,5,2023-10-13 13:02:01
京东 自营 以往 购买 发货 天 收到 生鲜 购买 放心 海南 柚子 还 头 次 吃 没 想 口感 很 好 不 福建 差 主要 送货上门 省 去 水果 购买 不 方便,5,2023-10-13 11:46:03
柚子 真 甜度 刚刚 好 不 特别 甜 入口 很 好 皮 特别 特别 好包 整整 两 大 吃 起来 汁 水 很 丰富 特别 适合 现在 季节 吃 一点 不 踩 雷 下次 吃 完 还要 买,5,2023-10-12 20:30:09
柚子 不错 皮 挺 薄 吃 箱 买 大 一点点 本人 很 爱 吃 柚子 天 水平 包装 物流 很 给力 希望 京东 越 做 越 好 更 优惠,5,2023-10-12 12:46:01
