分词,评分,评论时间
京东的红柚买了几次都还不错，皮不厚，果肉口感不错，部分地方有点干，整体甜度不错，下了几单，有活动价格还是不错的会回购,5,2023-11-09 14:46:12
多次购买了，柚子水分很足，很甜。,5,2023-11-09 14:45:24
自营的一般都还可以！！！！！！！！！！,5,2023-11-09 14:36:56
京东生鲜的柚子不错，上次买了尝了之后觉得不错，又下单了两个，皮不厚，有的局部有点干，整体还是挺甜的，两娃都爱吃有活动会回购,5,2023-11-09 14:31:53
好吃不贵,5,2023-11-09 14:30:00
物流很快，第二天就到了，红心的，吃着也很嫩！很好吃！服务好！,5,2023-11-09 14:29:50
还蛮甜的,5,2023-11-09 14:10:53
味道可口，运输包装保护到位,5,2023-11-09 13:59:04
这个柚子不怎么好，皮特别厚，剥开最后就剩一点了，看来水果还是得去店里边自己挑才行。,1,2023-11-09 13:53:01
没有上次的好，太小了上次还三斤多，这次买的还贵，还小，最失败的一次购物,1,2023-11-09 13:52:25
柚子非常好吃，皮薄肉厚,5,2023-11-09 13:23:30
柚子好好，推荐了很多朋友买，回购了很多次，京东yyds,5,2023-11-09 12:55:24
东西物美价廉、建议大家购买,5,2023-11-09 12:21:18
与描述相符，发货快，物流也给力，包装完好无损，还送货到家了，谢谢！性价比很高，这样的价能买到这质量非常不错。赞了,5,2023-11-08 12:17:05
买了好些水果，京东生鲜从来不会让人失望，包装让人放心，内里让人放心，果冻橙很甜，没有酸口，手动剥皮就可以，果肉晶莹剔透，很好。,5,2023-11-08 06:29:05
这次两个柚子的个头感觉没有以前的大，但是味道还是相对不错的，水分也很足！这次京东物流也很快，送货上满，还是很满意的一次愉快购物,5,2023-11-07 22:56:22
买了好多次了，水分挺好，放了好久现在吃水分没有少，能放住没有坏，越来越甜，七甜三酸。我家宝宝特别喜欢吃。可以吃半个下次回购,5,2023-11-07 16:29:03
口感非常好，与卖家描达的完全一致，非常满意真的很喜欢，完全超出期里值，发货速度北常快，包装北常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。,5,2023-11-07 16:12:50
发货很快，京东快递，柚子很新鲜，喜欢柚子的清香味道，一共两个，个头都可以，水分很足，很好剥，果肉也很饱满，口感香甜可口。,5,2023-11-07 13:42:32
柚子挺甜的，价格非常优惠，汁水很丰富，是那种甜口多汁的口感，味道很好吃，很赞，物流也是第二天就到了，皮也很好包，不错额额,5,2023-11-07 13:22:32
又到了吃柚子的季节啦，火速下单！柚子低卡又好吃，直接吃或者拌酸奶都很棒。相比白柚我更喜欢红柚子！京东快递送货也很快，会回购的！,5,2023-11-06 18:28:18
这款柚子的质量真的没得说，每一颗都大又饱满，一点也不含水分。而且，我非常喜欢支持京东的产品，这是一个非常美丽的地方，他们出产的水果总是给人一种特别的感觉。,5,2023-11-06 18:13:50
商品评价红心柚子太好吃了，吃上瘾了，新鲜多汁，皮又薄，完全可以轻松剥开。口感超棒，甜而嫩，爽口多汁。味道也没得说，香甜至极，汁水特别浓郁，解腻又促消化，还不怕上火，价格也超级实惠。,5,2023-11-06 14:21:34
挺好的，东西的质量非常不错，京东快递送货速度也非常快，非常愉快的购物体验，以后还会继续在京东上面购买的，非常不错哈哈哈哈,5,2023-11-09 10:43:25
柚子味道挺不错的，甜甜的口感，非常清新。个头也都挺大的，能分给好几个人一起吃。这次做活动，价格也挺实惠的。总体来说挺不错的。,5,2023-11-09 10:36:02
一直在京东上买各类生活必需品，电器类的东西，产品日期新鲜，电器功能齐全，发货速度很快，总是在活动的时候囤一堆家里要用的东西，很方便，售后也很及时。,5,2023-11-09 10:30:18
垃圾食品，不给包赔，客服服务态度不好，在也不会买这家产品，可千万别买这家东西，买到手你就后悔,1,2023-11-09 10:25:19
这家水果一点也不好，打开里面是白的，又小又苦，太难吃了，全部扔掉了，骗人的商家，坏的果子还不给处理，垃圾商家，京东现在也是有问题不给处理,1,2023-11-09 10:22:41
柚子皮比较薄，水份足，酸甜适中,5,2023-11-09 10:22:12
京东的水果还是值得信赖的，多次回购，快递迅速，柚子水分适中，口感清爽，酸甜适口，不错,5,2023-11-09 10:20:44
好吃，买了三次了,5,2023-11-09 10:19:27
还不错，酸甜酸甜。挺好吃,5,2023-11-09 10:10:44
味道酸酸甜甜，软糯，好吃。,5,2023-11-09 10:08:34
这个柚子已经是第二次购买了，嫂子说味道很好，于是又加了一单，味道还是一样，这个季节正是吃蜜柚的时候，柚子甜度刚好，柚子皮还可以除味，理想水果。,5,2023-11-09 10:01:47
特别酸我又吃不了太酸适合能吃酸的朋友,2,2023-11-09 09:36:01
买给家里人吃的，京东物流时效很赞，这个柚子不便宜，差不多多元一个，皮算是比较厚了，味道酸甜吧，没有特别甘甜，一箱送礼合适，自己吃可以去沃尔玛买。,5,2023-11-09 09:30:06
心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实,5,2023-11-09 09:11:16
味道比较甜，大人孩子都爱吃,5,2023-11-09 09:07:38
物流挺快的，水分多，好评，,5,2023-11-09 09:03:47
货己收到，酸酸甜甜味道不错,5,2023-11-09 08:33:11
老妈说柚子很好，很新鲜，送货也很快,5,2023-11-09 08:26:17
水果非常新鲜，就是物流有点慢，总之收到的东西还是很好，没有失望，下次还会再来,5,2023-11-09 07:09:02
非常好的产品就是这么给力的哈，已经多次购买这款产品，口感很棒的，京东商城搞活动购买的，价格十分实惠的，希望京东商城可以越来越好,5,2023-11-06 11:30:43
还行吧！一颗挺好吃的，一颗不怎么好吃，没什么水分,3,2023-11-06 09:58:06
很好吃的柚子，上周买过一箱，发现很甜，而且去皮很简单，每块都能剥出一大块的果肉，不像有些品种每次去皮以后都是零零散散的肉。很好吃，推荐。,5,2023-11-06 08:29:44
这是第n次在jd上买东西了，好厉害好好东西便宜而且质量好物美价廉，买的放心，用的开心，感觉都买，上瘾了，买买买根本停不下来，东西品种多而且有特别全，划算，方便，而且实惠，包装很好，而且没有任何损坏，这里写下，也给各位询友一个参考个这个商品还是值得购买。,5,2023-11-05 21:50:20
好快呀，两个大大的红柚到手，拿在手里沉甸甸，份量足。拼团二人组价格便宜，吃到甜甜的福建原产地直发红心柚，京东自营生鲜太给力。放心购。,5,2023-11-05 20:10:24
发货很快，个头很大，是红心的柚子，味道很好吃，很甜，不酸，值得购买！值得拥有！值得推荐！吃完再来买。,5,2023-11-05 17:03:09
收到之后就吃啦，酸酸甜甜，超级可口，很喜欢吃，这一经是第二单了，喜欢的不要犹豫哦，京东快递给你送到家，很快啦,5,2023-11-05 15:29:30
给儿子买的。福建发到成都，顺丰快递，确实很快。问了一下儿子，反馈回来的评价不错，水分很足，甜度比较高，让我过几天再给他买。,5,2023-11-05 12:57:20
京东物流神速，从下单到收货不到小时，这速度杠杠滴，最爱京东，没有之一。快递小哥服务周到，送货上门，物品包装稳妥，柚子口感也很赞，水份很足，会考虑回购。,5,2023-11-05 10:43:48
价格实惠，非常好的一次购物，下次还来真的推荐啊，快递速度特别的快，爱了爱了发货速度很快，东西包装的很好，我很满意，还会回购,5,2023-11-05 02:10:16
太酸了，果肉是偏白的，没有之前买的好，拨开我就知道坏事了，不建议购买自营还这么坑。,1,2023-11-08 23:12:28
一般般吧,5,2023-11-08 23:07:16
产品质量不错的选择是对的啊,5,2023-11-08 22:25:39
有的很甜，有的一般，一箱有四个都吃完了,5,2023-11-08 22:13:51
不错买来大家都说很好吃,5,2023-11-08 22:13:08
挺好的，价格适中，质量看着不错，这次买的柚子水分不多，有点柴，可能是库存货，放了很久了，价格也有点上涨，蛮甜的，推荐购买,5,2023-11-08 21:58:15
有些肉里面干瘪了，硬硬的，寡淡无味,3,2023-11-08 21:52:03
柚子好吃，价格优惠力度很大，酸酸甜甜，正是最爱，在别人不舍的买的时候，我已经吃到了奢侈的柚子，平台最好了,5,2023-11-08 21:49:36
味道不错，挺好吃的。。。,5,2023-11-08 21:46:14
红心水分大两片就饱,5,2023-11-08 21:42:20
价格很实惠，性价比很高，算是平价好物，会回购的,5,2023-11-08 21:42:16
物美价廉，物流给力，值得回购，已经买了好多次,5,2023-11-08 21:41:52
宝贝真不错，做的真细心，值得拥有，快递很快,5,2023-11-08 21:41:22
很不错，水分好又甜，个头大，吃完继续回购！比某些贵点但确实好吃得多,5,2023-11-08 21:33:49
柚子质量很不错，很甜！,5,2023-11-08 21:29:41
好吃，甜的，个头比较小，不过好吃就好了,5,2023-11-08 21:28:33
超级喜欢这款柚子！它的甜度真的很高，一口咬下去，果肉立刻就会在口中爆开，美味又多汁。与进口的柚子相比，我觉得它不仅更好吃，还更具口感。这款柚子的质量真的没得说，每一颗都大又饱满，一点也不含水分。而且，我非常喜欢支持京东的产品，这是一个非常美丽的地方，他们出产的水果总是给人一种特别的感觉。总的来说，我非常推荐这款新疆法兰西西梅，无论是口感还是品质，都绝对是一流的！,5,2023-11-04 23:11:54
非常非常棒，味道很香，口感肉肉的，甜甜的，甜中带一丢丢酸，非常解腻，收到后，在房子里再放一段时间口感就更加甜了，非常适合喜欢吃水果的朋友们,5,2023-11-04 21:39:04
发货速度很快，东西包装的很好，价格优惠，我很满意专，还会回购从没想过这么实惠的价格，能买到这么好的宝贝，性价比非常高，我很喜欢哦真心喜欢，颜色、款式都非常棒！发货快，包装严实，商品质量非常好，比专柜便宜很多，客服服务态度也特别好，好评物美价廉，很ok，比实体店优惠多了,5,2023-11-04 21:37:32
京东生鲜的红肉蜜柚一箱是两个。果型很好。很匀称。皮薄肉厚。酸酸甜甜很好吃。京东的水果品质都很好。配送很快第天就送到家。,5,2023-11-04 18:44:26
外包装优美大气，看起来十分有品质的样子；商家发货速度快，特别是在双十一期间，这属实难得；快递小哥送货到门口，还提前打电话联系，服务周到；三个大果看起来也很新鲜，值得好评！,5,2023-11-04 18:36:16
京东自营的水果真的很不错。买过好多次了，基本上都是好吃的，果肉比较嫩，水份多，酸甜酸甜的，正式我喜欢的口感。秋天吃点柚子很不错。,5,2023-11-04 14:01:16
柚子非常好个头好大，维生素很丰富，挺好的，以后还会再买，因为京东这个水果一个是来得快，另外一个人也很新鲜来的时候都是冷链运输的,5,2023-11-04 13:57:46
很新鲜个头也很大，，柚子非常好个头好大，维生素很丰富，挺好的，以后还会再买，因为京东这个水果一个是来得快，另外一个人也很新鲜来的时候都是冷链运输的,5,2023-11-04 13:57:25
超级好吃的，包装非常结实，东西保护得很好，，物流给力，值得回购物美价廉，物流给力，值得回购真的超级喜欢，质量非常好，与卖家描述的一致！,5,2023-11-04 13:21:59
